userName,content,score,at
mary Naceno,good game is a good grahpincs and 5 star,5,2025-03-19 09:45:50
Chanchal Dave,me earn 364000something and 20keys and899 hoverbodes this is very faltu game .pehle Mera favourite game tha par Aaj aise hi Gaya .🥺🥺🥺I am very sad.,1,2025-03-19 09:32:35
Anup Poddar,this is crazy man never stop,4,2025-03-19 09:22:20
Luxmi Joshi,Nice game,5,2025-03-19 09:22:02
Harish Kriplani,spectacular game 🎮 👏,5,2025-03-19 09:20:01
Virender Panwar,very good money,3,2025-03-19 09:12:44
Altmash Kabir,"love this game 😍 now download plss ,",5,2025-03-19 08:57:32
Lilly Chacko,Golden mystery box is gold right. Then why can't we pull it with magnet 🧲.,4,2025-03-19 08:52:22
Nurul Khan,This game is very good and it has a lot of challenges but suddenly its speed increases a lot which makes it very difficult to play but this game is very good yah game bahut achcha hai please Ko download Karen Maine itna Hindi mein isliye likha hai taki har koi padh sake thank you so much I love you,5,2025-03-19 08:43:08
Koojii Offical,Fabulous 😍,5,2025-03-19 08:41:33
Zuraashikin Fazu,nice 🙂,5,2025-03-19 08:40:59
Faizan Shaik,amazing,5,2025-03-19 08:35:32
Nanziba Ajmaen,"it is the best game,,,i like this game so much 🖤🤍",5,2025-03-19 08:26:12
Zaid Shaikh,It's a very good game to improve your mood .,5,2025-03-19 08:25:54
Priti Kumari,game is good but sweep is not doing.,3,2025-03-19 08:25:15
Muhammad Zain,because of your quick response I appreciate it.,5,2025-03-19 08:20:54
Himal Khulal,It is very good game,5,2025-03-19 08:16:37
Humaira Chuadhary,amazing 😍,5,2025-03-19 08:13:34
itz maan,Best Game of my childhood,5,2025-03-19 08:06:35
Kashish Manglani,that's the best game I have every played,5,2025-03-19 08:04:06
Fidha Dua,I have been playing this game since I was 8 years old and now I am 14 years old. I really love this game It gives relaxation.,5,2025-03-19 07:59:07
Sarat Chandra Nayak,this game is amazing,5,2025-03-19 07:50:13
Mrs Tariq,it's a good game but in start of the game it is little weird 😕 too much slow but when we play a little more it became faster than faster and it's a great deal in short I like the game,5,2025-03-19 07:48:16
Hamed Abdull hamed,I like it🏢😉😊,5,2025-03-19 07:45:46
Farhan Masud,I played this game on my uncle's phone when I was a kid. We used to fight over who gets to play next . like if I die then I have to give it to my cousin. It brings back so many memories. 5 stars approved 👍,5,2025-03-19 07:42:33
mailene sales,sas very good,5,2025-03-19 07:28:28
Charlotte Tanner,This is like the third time that I get an ad and it just black so it deletes ALL OF MY PROGRESS. I am done playing this game for a while.,1,2025-03-19 07:24:21
Ankita Jain,it is a good game for speed,5,2025-03-19 07:15:20
Kwasi Appiah,cooooolllllll,5,2025-03-19 07:12:51
Davinder Verma,very very interesting and challenging game,5,2025-03-19 07:02:40
Shilpi Arora,the one the orginal 👌💞👌,5,2025-03-19 06:41:22
Kwana Camacho,Nice,5,2025-03-19 06:36:10
Yiga Benedict,The game is makes a calm mind the graphics are mind challenging also the seasons brought in make it wonderful,5,2025-03-19 06:35:58
Byaruhanga Trevors,awesome,5,2025-03-19 06:33:10
Alona Babu,super,5,2025-03-19 06:25:35
Chandru,it is interesting game,5,2025-03-19 06:21:06
Sneha Patole,Best game ❤️❤️❤️,5,2025-03-19 06:08:21
Lohith Krrish Eswaran,It is the best app I ever played! I wish we can connect with our family and friends with this app,4,2025-03-19 06:08:01
Shabeeb k Kalathil,😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨👌👌👌👌👌👌👌👌👌👌,5,2025-03-19 06:00:23
waleed Tariq,Good game😁👍👍excllant,5,2025-03-19 05:57:31
Meman Sabana,I think this game very nice paly elders and more than kids 🥰🥰,4,2025-03-19 05:43:05
Nilmani Oraon,Good game for children 😎,5,2025-03-19 05:39:12
Kunal Gulia,yah bahut jyada achcha mmmmfjdjjdjdjdjsjcjwod hai print of Sanskrit and English to kal se start Kiya hu ki aap karte hai vah ginti to bata de ki use per month per date change is group mein kaise question ❓ hai jo writing and English mam please 🥺 to the same to you ma'am and mam paper and write the check in with the new one 🕐 to the same mam I have submitted an assignment to the check to kal se pakka bagh ki mam please 🥺 to kal tu hai print 👣 to bata de grammer and write to the same up with a,5,2025-03-19 05:34:21
Allan Nazareth,amazing game 🫶🏻,5,2025-03-19 05:32:23
Rasika Vankudre,Its literally the best game ever. with that no internet feature this game is awesome 👏.,5,2025-03-19 05:19:53
Liz Sori,it is fun to play and you could play whenever you want,5,2025-03-19 05:16:23
Sowfan Sowfan,vera level,5,2025-03-19 05:08:31
Suryakant Tawade,only 4 stars because we get tricky very late but overall it is way too amazing I love .,4,2025-03-19 05:07:04
Md Najib,just owesom games.,4,2025-03-19 05:02:08
Siva Kumar,i love it,5,2025-03-19 04:58:57
Zaiden Takata,fun,5,2025-03-19 04:57:47
Isra,you guys are noob you give Soo much gifts and awards I'm suck to them Keep them in limit so then we will respect them and will try to achieve them !,1,2025-03-19 04:57:19
PUSHPA LATHA,i like this game so much,5,2025-03-19 04:15:06
Subhashree Panigrahi,edit- Earlier there was a option after game to continue or escape from policeman using police since decade but now after recent update that option is not available instead its showing to continue watch Ad. That was optional with 🗝️ key option but now its showing as the only option and its troublesome to watch ads countless time as it requires internet even though its a offline game. Kindly FIX this.,1,2025-03-19 04:13:28
Rubila Shaikh,This is Bast Game cool game,3,2025-03-19 04:12:30
سجاد Sajad,"Good i,ve very Amused in That game 😌",5,2025-03-19 03:58:18
RANJINI R,good for beginners 😸😸,4,2025-03-19 03:57:37
Gurmeet Deol,I love this game. This game have a stylized art style. It is a 3D game,5,2025-03-19 03:56:05
Shresth Tiwari,too ooo goooooood,5,2025-03-19 03:45:09
Prathmesh,"This game is always awesome,I played this since I was a kid never disappointed",5,2025-03-19 03:34:11
Digambar Rakhunde,Nice,5,2025-03-19 03:22:37
Gillian Porlaje,🙄,2,2025-03-19 03:15:36
9yfgrjly 6rkwggh,Very good game,5,2025-03-19 03:11:12
Juan Grayda,it's so cool✮😎✮,5,2025-03-19 03:10:55
Radhe Yadav,👍🏼,5,2025-03-19 03:08:41
Sankar Yaranagula,super,2,2025-03-19 02:55:59
Flora Cortez,l love this game,5,2025-03-19 02:55:37
Arul Samy,here I am enjoying this game and I can't use events please 😞,5,2025-03-19 02:52:13
Saqib Waseem,Best 🎮,5,2025-03-19 02:40:07
Nitesh Mallah,nice one,5,2025-03-19 02:20:55
Priti Singh,good game,5,2025-03-19 02:18:30
Mo samad Mo samad,bahut achha game hai,5,2025-03-19 02:05:16
RidetheLonelyness,"Normal a great experience, but lately the ads have been nothing but blank screens, forcing me to exit my current run and waste coins on power ups.",2,2025-03-19 01:45:04
Affan Khan,wow very dangerous,5,2025-03-19 01:37:10
Sairithwika Mandadi,ɪ ʀᴇᴀʟʟʏ ʟɪᴋᴇ ᴛʜɪs. ɢᴀᴍᴇ ᴡʜᴇɴ ɪ ᴡᴀs ᴀ ᴋɪᴅ ɪ ʟɪᴋᴇ ᴛᴏ ᴘʟᴀʏ ᴛʜɪs ɢᴀᴍᴇ ᴇᴠᴇʀʏᴅᴀʏ. Ｏ(≧∇≦)ＯＯ(≧∇≦)ＯＯ(≧∇≦)ＯＯ(≧∇≦)Ｏ,5,2025-03-19 01:32:06
John Joseph,nice ayitt und game is so much for time spend 😸,5,2025-03-19 01:27:14
Sujitha S,Games easy to play and it is very fun,5,2025-03-19 01:26:32
Sabina Malla,ye game to khatam nahi hp ta hai bhai to 1 finish laine ti rakhna chayeya,5,2025-03-19 01:01:59
Gurnur Kaur,So fun no ad between the game and I love this game and you also try this game 💗,1,2025-03-19 00:46:58
deadpoolweed87 wstg,it's good,4,2025-03-19 00:31:48
Rochelle Robinson,I like it,5,2025-03-19 00:28:45
Ali Arshad,Nice app 💯,5,2025-03-19 00:28:09
Mohammed Razak,this game is based on real story,5,2025-03-19 00:13:07
Justin Bartlett,this game is fun so u can beat high score,5,2025-03-18 23:57:22
A Google user,cool,5,2025-03-18 23:53:50
Jeremy Johnson,Love it,5,2025-03-18 23:53:49
Daniza Ward,I like game it's pretty a cool game to play. I like the fact that it's offline as well.,4,2025-03-18 23:42:48
Able Jones,I CHEAT (jk thats no fun),5,2025-03-18 23:35:27
Nasima Akter,"Thid Best game Child an Big, 😎",4,2025-03-18 23:16:04
Munkhbat Tumendemberel,very fun and never bored,5,2025-03-18 23:15:29
Manzit Thami,anyway fun to play,4,2025-03-18 22:49:23
Faizan Faizanraza,this game is very good 💯,5,2025-03-18 22:44:22
Himothy,I love this game no wifi needed no popup ads it's very fun it could keep me occupied for hours great for long car rides,5,2025-03-18 22:40:52
Hunter Klippstein,It gud,5,2025-03-18 22:34:11
Gavyn Williamson,this is so funny I would like people who used to play Temple run to play this game,5,2025-03-18 22:28:20
Sava Lazarevic,As a kid the only this game and back now,5,2025-03-18 22:20:12
Victoria Miranda,this is soooo fun it good for long field trips and airplanes.,5,2025-03-18 22:15:39
ایلیا محرم زاده,Great game,5,2025-03-18 21:59:11
Allabergen Amanbek,its best game ✨️,5,2025-03-18 21:56:43
Naveed Ahmad,I love this game this game is for children but I can play it,5,2025-03-18 21:29:01
Brian Berriault,playing this makes me hard.,5,2025-03-18 20:59:53
Jahseh,helps pass time and is very fun to play,5,2025-03-18 20:43:05
Isabella Salgado Carmona,es muy bueno me gusta,5,2025-03-18 20:28:24
Shakir Shakih,nice game,5,2025-03-18 20:16:16
Junior Perez,it so flipin good,5,2025-03-18 20:03:04
The Real Pickle Rick,This is super nice its easy to play and fun! Would recommend to. Keep kids busy on long trips. Considering you. dont. need. WiFi! Its for all. Ages of course but thats just what I. Use it for 😁,5,2025-03-18 19:59:35
David Olmedo,bad bad bad when I pause the game and go do something on another app and go back it does not save it and goes to main menu I hate this game,1,2025-03-18 19:50:05
Md Nematullah,Good,5,2025-03-18 19:43:46
Thankgod Chukwuemeka,Nice,5,2025-03-18 19:41:33
Joshua Samuel,old is gold🥇,4,2025-03-18 19:40:13
Gash-hong-va Lomayaktewa,It's a fun game,5,2025-03-18 19:39:25
Rohit kumar,Good 👍🏻👍🏻👍🏻,4,2025-03-18 19:35:07
James K. Assah,Best runner game ever!!,5,2025-03-18 19:03:55
Delis Boy,Love it,1,2025-03-18 19:03:39
Vannasa Quiroz,It is so fun and if you don't have internet you can play it,4,2025-03-18 18:53:30
sumit sadhukhan,nice game,5,2025-03-18 18:45:47
Tekevwe Azanor,this is the best game to play when board thatnk you for bringing up this game,5,2025-03-18 18:30:49
Evance Evancedjuika,Good,5,2025-03-18 18:29:27
BabyMai Maimuna,yes i can play this game,1,2025-03-18 18:29:14
Sigma boy,Good game to play with friends and family members to pass the time,3,2025-03-18 18:28:26
Ashna Ansari,Why is this game not updating it showing your Devi is not compatible to this version plz help me the developers,2,2025-03-18 18:26:05
Blessed Gift,You can do whatever you want and go on another City.,5,2025-03-18 18:25:05
Sohan Kumar,Thanks for the response given by sybo games on my review they solved all issues in game.I still have one problem that when ever I press on any watch ad to get option it do not work please fix it.It will be an pleasure for me.thanks!,5,2025-03-18 18:22:40
Simran Patial,Fun,5,2025-03-18 18:15:10
Wipula hemakumara,"It's really fun. i paly this game when I'm board. The only annoying thing about Subway Surfers is that there's no ending. And it made had me so exhausted a few times. Other than that, the game is pretty good👍",3,2025-03-18 18:08:22
Shivang Rastogi,Excellent,1,2025-03-18 18:03:36
Tumelo,"it is the best game I ever played,it makes me feel relaxed",5,2025-03-18 18:03:33
Naresh kumar kankati,"Adds are so annoying, rest is good 👍",4,2025-03-18 17:58:31
Sarel Jansen van Rensburg,Dit is ṅ baie l eker speeletje,5,2025-03-18 17:57:39
Nadiaaa Nayeeem,this game is loveeee,5,2025-03-18 17:55:47
Amit Srivastava,Very good,5,2025-03-18 17:44:57
Allex Salamba,nic,1,2025-03-18 17:44:51
Ekene Ejim,This game is for exploring places and having the highest score.,4,2025-03-18 17:41:52
Chris Steele,Fun run dodge roll and fly game scroller. Collecting also.,4,2025-03-18 17:38:25
Xawish Rajpoot,I am playing this game since I was 15.I is very interesting game.Now it has events that made it more interesting.,5,2025-03-18 17:28:17
Nqobizitha Dumakude,Excellent 👌🏼👍🏼.,5,2025-03-18 17:27:48
Smit Rana,Childhood love 💕,5,2025-03-18 17:23:57
Olivia Snyman,This is a great game and there arent even lots of adds if you play online and there is no lag at all i love this game def 5 star would rate it 10 if that was a option would recomend 😀😀😀😀😀,5,2025-03-18 17:16:21
Khadija Saho,nice,5,2025-03-18 17:11:04
Mialie Van der merwe,I love it it keeps me busy when i don't have wifi and it makes me feel unbearable (im not) but it i love it and i would recommend it to anyone that love's games that works ofline and where you like to do obstacles,5,2025-03-18 16:58:54
ARAFAT Gamer,Best game in my life . That is our nostalgia. Best game .,5,2025-03-18 16:58:35
Ali Hamza,"This my favourite game for all time i play ut like pro because its lovely, 🤩",5,2025-03-18 16:53:31
Vidushi Mandal,Wow fantastic game 🤘🤘,5,2025-03-18 16:37:23
Kumari Lussi,Mast,5,2025-03-18 16:34:54
NAITIK THE YT VLOG,This game is very interesting,5,2025-03-18 16:34:32
david Ngedo,The best game ever for me,5,2025-03-18 16:33:27
Satuluribujjibabu Satuluribujjibabu,Many people are loved this game. Which means kids to youngsters. But some it's seems like ok ok☺️🙂.,4,2025-03-18 16:27:14
Adesoji Kayode,It's is a beautiful fun time,5,2025-03-18 16:24:32
Ahmad Mukhtar Hakimi,Best game,5,2025-03-18 16:23:20
Md Bara,Baset👍👍,5,2025-03-18 16:21:45
Ashalina Hafiz,when I get boring this game is soo fun we have to 🏃💨run and I feel like it was hard to go through study like this game make me feel soo happy,5,2025-03-18 15:58:17
Sarrah jane Espino,"5 star! I recommend this game for you, you can play it when your are bored! This game gives you a free reward, this game also has no ads. You can play other mode of this game like lava,marathon and Halloween mode try this game you will love it trust me😁",5,2025-03-18 15:47:44
shikha chauhan,So good Relaxing,5,2025-03-18 15:43:56
Haras kumar Nayak,very nice 👍,5,2025-03-18 15:43:32
Suvaas Bhalla,This is my favourite game when I have no internet,5,2025-03-18 15:43:26
Rabia Bilal,wow,5,2025-03-18 15:42:27
Rudra Khawas,Hi I am rudra l was playing subway surfers in long time please our demand next update super runner 🙏🙏,1,2025-03-18 15:39:37
Bright Akwasi Asiamah,i like when playing subway,5,2025-03-18 15:34:12
Noor Shaba,very good game god bless you 💯👍🏻,5,2025-03-18 15:31:34
Ayush Agrawal,This is the best game but please rate it a little,4,2025-03-18 15:25:17
Hlelokuhle Mhlongo,"I have been playing this game for years with my mother's phone and it was so fun .l wish they should make this game ,a game of the year",5,2025-03-18 15:22:22
Siphamandla V Dladla,It is very nice game and addictive online and not online game,5,2025-03-18 15:21:39
Shahu Mane,Excellent 👌,5,2025-03-18 15:19:59
Hritik,It's the best entertainment for me than most of the games,5,2025-03-18 15:14:00
Bindas Baba,I love this app🏃🏃❤️❤️,5,2025-03-18 15:12:00
Dillion President,Great Game trying to make in app purchases for the game but keep getting error messages.,3,2025-03-18 15:10:24
Viraj gaikar,THIS GAME IS NICE,5,2025-03-18 15:01:35
bapun singh,Good game,3,2025-03-18 14:58:03
Jandrill Leukes,I love this game is one of my childhood games,5,2025-03-18 14:55:31
RUDRA Rijal,Old...,5,2025-03-18 14:48:25
Syeda Abidabegum,this game is amazing 🤩 you must have to play this game,5,2025-03-18 14:46:45
Sheik Khusbhu,I love this game,5,2025-03-18 14:43:04
Abdulwahab tude,Download Subway Surfers,5,2025-03-18 14:42:28
Okafor Kosi,I love it ❤️❤️❤️❤️❤️❤️,5,2025-03-18 14:36:44
Ashok Patel,He game was good,4,2025-03-18 14:34:37
